time_ms,depth_m,pa
460401,94.686,1024703.2
460809,94.683,1024674.1
461217,94.680,1024644.4
461625,94.677,1024614.5
462033,94.674,1024584.4
462441,94.671,1024553.8
462849,94.668,1024523.1
463257,94.663,1024476.3
463665,94.660,1024444.8
464073,94.656,1024413.1
464481,94.653,1024381.0
464889,94.650,1024348.6
465297,94.647,1024315.9
465705,94.643,1024283.0
466113,94.640,1024249.8
466521,94.636,1024216.2
466929,94.633,1024182.4
467337,94.629,1024148.3
467745,94.626,1024113.9
468153,94.622,1024079.2
468561,94.619,1024044.3
468969,94.615,1024009.0
469377,94.612,1023973.4
469785,94.608,1023937.7
470193,94.604,1023901.6
470601,94.601,1023865.2
471009,94.597,1023828.6
471417,94.593,1023791.6
471825,94.589,1023754.5
472233,94.586,1023717.0
472641,94.582,1023679.1
473049,94.578,1023641.1
473457,94.572,1023583.5
473865,94.568,1023544.8
474273,94.564,1023505.8
474681,94.560,1023466.4
475089,94.556,1023426.9
475497,94.552,1023387.0
475905,94.548,1023346.9
476313,94.544,1023306.6
476721,94.540,1023265.9
477741,94.529,1023163.1
477945,94.527,1023142.4
478353,94.523,1023100.6
478761,94.518,1023058.6
479169,94.514,1023016.3
479577,94.510,1022973.8
479985,94.505,1022931.0
480393,94.501,1022887.9
480801,94.497,1022844.6
481209,94.492,1022801.0
481617,94.488,1022757.2
482025,94.483,1022713.1
482433,94.479,1022668.6
482841,94.474,1022624.1
483249,94.469,1022579.2
483657,94.463,1022511.4
484269,94.456,1022442.9
484677,94.451,1022397.0
485085,94.446,1022350.8
485493,94.441,1022304.4
485901,94.437,1022257.7
486309,94.432,1022210.8
486717,94.427,1022163.6
487125,94.422,1022116.1
487533,94.417,1022068.4
487941,94.413,1022020.4
488349,94.408,1021972.3
488757,94.403,1021923.8
489165,94.398,1021875.1
489573,94.393,1021826.2
489981,94.388,1021777.1
490389,94.383,1021727.6
490797,94.378,1021678.0
491205,94.373,1021628.1
491613,94.367,1021577.9
492021,94.362,1021527.6
492429,94.357,1021476.9
493449,94.344,1021349.3
493857,94.336,1021272.1
494265,94.331,1021220.2
494673,94.326,1021168.1
494877,94.323,1021142.1
495285,94.318,1021089.6
495693,94.312,1021036.9
496101,94.307,1020984.1
496509,94.301,1020931.0
496917,94.296,1020877.8
497325,94.291,1020824.1
497733,94.285,1020770.4
498141,94.280,1020716.3
498549,94.274,1020662.1
498957,94.268,1020607.7
499365,94.263,1020553.0
499773,94.257,1020498.1
500793,94.243,1020359.9
501201,94.237,1020304.2
501609,94.232,1020248.2
502017,94.226,1020192.2
502425,94.220,1020135.9
502833,94.215,1020079.2
503241,94.209,1020022.5
503649,94.203,1019965.6
504057,94.194,1019879.7
504465,94.188,1019822.2
504873,94.182,1019764.5
505281,94.177,1019706.6
505689,94.171,1019648.4
506097,94.165,1019590.1
506505,94.159,1019531.6
506913,94.153,1019472.8
507321,94.147,1019413.9
507729,94.141,1019354.6
508137,94.135,1019295.3
508545,94.129,1019235.8
508953,94.122,1019176.0
509361,94.116,1019116.1
509769,94.110,1019055.9
510177,94.104,1018995.6
510585,94.098,1018935.0
510993,94.092,1018874.2
511401,94.085,1018813.3
511809,94.079,1018752.2
512217,94.073,1018690.9
512625,94.067,1018629.4
513033,94.060,1018567.7
513441,94.054,1018505.8
513849,94.048,1018443.7
514461,94.035,1018319.0
514869,94.029,1018256.4
515277,94.022,1018193.6
515685,94.016,1018130.6
516093,94.009,1018067.4
516501,94.003,1018004.1
516909,93.996,1017940.6
517317,93.990,1017876.9
517725,93.983,1017813.0
518133,93.977,1017748.9
518541,93.970,1017684.6
518949,93.964,1017620.3
519357,93.957,1017555.8
519765,93.951,1017490.9
520173,93.944,1017426.1
520581,93.937,1017360.9
520989,93.931,1017295.8
521397,93.924,1017230.3
521805,93.917,1017164.7
522213,93.911,1017098.9
522621,93.904,1017033.1
523029,93.897,1016967.0
523437,93.890,1016900.8
523845,93.884,1016834.4
524253,93.877,1016767.9
524661,93.867,1016667.8
525069,93.860,1016600.8
526701,93.832,1016331.5
527109,93.826,1016263.9
